Time: 10.79, Decolonized Patient: 81
Time: 1955.09, Decolonized Patient: 6904
Time: 1956.47, Decolonized Patient: 6977
Time: 1960.19, Decolonized Patient: 6667
Time: 1962.52, Decolonized Patient: 6903
Time: 1965.79, Decolonized Patient: 6851
Time: 1966.31, Decolonized Patient: 7004
Time: 1970.28, Decolonized Patient: 6798
Time: 1978.33, Decolonized Patient: 7025
Time: 1980.22, Decolonized Patient: 6851
Time: 1982.59, Decolonized Patient: 6980
Time: 1983.30, Decolonized Patient: 7023
Time: 1983.60, Decolonized Patient: 7045
Time: 1984.58, Decolonized Patient: 7068
Time: 1989.12, Decolonized Patient: 7065
Time: 1989.51, Decolonized Patient: 7027
Time: 1991.99, Decolonized Patient: 7076
Time: 1992.04, Decolonized Patient: 7031
Time: 1992.90, Decolonized Patient: 7040
Time: 1994.59, Decolonized Patient: 6964
Time: 1996.55, Decolonized Patient: 7064
Time: 2000.08, Decolonized Patient: 7113
Time: 2001.34, Decolonized Patient: 7134
Time: 2003.63, Decolonized Patient: 7019
Time: 2006.16, Decolonized Patient: 7140
Time: 2011.35, Decolonized Patient: 7098
Time: 2011.94, Decolonized Patient: 7107
Time: 2012.21, Decolonized Patient: 7037
Time: 2014.02, Decolonized Patient: 7097
Time: 2014.18, Decolonized Patient: 6964
Time: 2017.02, Decolonized Patient: 7139
Time: 2018.56, Decolonized Patient: 7059
Time: 2019.53, Decolonized Patient: 7040
Time: 2027.06, Decolonized Patient: 7137
Time: 2034.98, Decolonized Patient: 7225
Time: 2036.51, Decolonized Patient: 7217
Time: 2046.00, Decolonized Patient: 7162
Time: 2046.74, Decolonized Patient: 7180
Time: 2053.41, Decolonized Patient: 7217
Time: 2054.48, Decolonized Patient: 7217
Time: 2067.18, Decolonized Patient: 7180
Time: 2070.90, Decolonized Patient: 7287
Time: 2071.73, Decolonized Patient: 7301
Time: 2072.15, Decolonized Patient: 7261
Time: 2072.19, Decolonized Patient: 7345
Time: 2072.85, Decolonized Patient: 7392
Time: 2073.60, Decolonized Patient: 7350
Time: 2075.00, Decolonized Patient: 7180
Time: 2076.04, Decolonized Patient: 7230
Time: 2081.77, Decolonized Patient: 7318
Time: 2083.39, Decolonized Patient: 7350
Time: 2086.39, Decolonized Patient: 7369
Time: 2091.11, Decolonized Patient: 7414
Time: 2092.73, Decolonized Patient: 7432
Time: 2094.91, Decolonized Patient: 7380
Time: 2099.23, Decolonized Patient: 7433
Time: 2099.27, Decolonized Patient: 7380
Time: 2099.85, Decolonized Patient: 7424
Time: 2103.29, Decolonized Patient: 7454
Time: 2103.91, Decolonized Patient: 7408
Time: 2109.69, Decolonized Patient: 7418
Time: 2109.83, Decolonized Patient: 7521
Time: 2117.90, Decolonized Patient: 7461
Time: 2122.96, Decolonized Patient: 7461
Time: 2123.22, Decolonized Patient: 7438
Time: 2124.45, Decolonized Patient: 7589
Time: 2125.87, Decolonized Patient: 7558
Time: 2126.30, Decolonized Patient: 7472
Time: 2133.41, Decolonized Patient: 7532
Time: 2135.89, Decolonized Patient: 7571
Time: 2142.57, Decolonized Patient: 7601
Time: 2142.82, Decolonized Patient: 7552
Time: 2156.16, Decolonized Patient: 7558
Time: 2162.33, Decolonized Patient: 7619
Time: 2163.52, Decolonized Patient: 7542
Time: 2167.13, Decolonized Patient: 7662
Time: 2170.06, Decolonized Patient: 7670
Time: 2171.68, Decolonized Patient: 7656
Time: 2190.53, Decolonized Patient: 7398
Time: 2192.97, Decolonized Patient: 7709
Time: 2194.19, Decolonized Patient: 7690
Time: 2195.57, Decolonized Patient: 7759
Time: 2196.11, Decolonized Patient: 7542
Time: 2197.01, Decolonized Patient: 7398
Time: 2201.32, Decolonized Patient: 7760
Time: 2206.25, Decolonized Patient: 7745
Time: 2210.63, Decolonized Patient: 7706
Time: 2212.21, Decolonized Patient: 7709
Time: 2214.32, Decolonized Patient: 7826
Time: 2216.11, Decolonized Patient: 7760
Time: 2218.83, Decolonized Patient: 7823
Time: 2218.88, Decolonized Patient: 7795
Time: 2223.94, Decolonized Patient: 7542
Time: 2229.38, Decolonized Patient: 7746
Time: 2232.90, Decolonized Patient: 7795
Time: 2233.30, Decolonized Patient: 7909
Time: 2234.02, Decolonized Patient: 7542
Time: 2238.63, Decolonized Patient: 7813
Time: 2253.96, Decolonized Patient: 7862
Time: 2254.50, Decolonized Patient: 7931
Time: 2258.05, Decolonized Patient: 7931
Time: 2259.70, Decolonized Patient: 7995
Time: 2268.22, Decolonized Patient: 8027
Time: 2268.84, Decolonized Patient: 8032
Time: 2270.30, Decolonized Patient: 7927
Time: 2271.34, Decolonized Patient: 8057
Time: 2273.54, Decolonized Patient: 7862
Time: 2275.58, Decolonized Patient: 8058
Time: 2275.84, Decolonized Patient: 8006
Time: 2276.46, Decolonized Patient: 8021
Time: 2276.81, Decolonized Patient: 8049
Time: 2278.40, Decolonized Patient: 8006
Time: 2279.10, Decolonized Patient: 8001
Time: 2280.28, Decolonized Patient: 8027
Time: 2281.96, Decolonized Patient: 7766
Time: 2282.53, Decolonized Patient: 7927
Time: 2289.78, Decolonized Patient: 8043
Time: 2293.56, Decolonized Patient: 8065
Time: 2294.13, Decolonized Patient: 8173
Time: 2294.95, Decolonized Patient: 7971
Time: 2296.96, Decolonized Patient: 8156
Time: 2298.05, Decolonized Patient: 8100
Time: 2314.03, Decolonized Patient: 8049
Time: 2315.08, Decolonized Patient: 8104
Time: 2316.96, Decolonized Patient: 8164
Time: 2317.50, Decolonized Patient: 7927
Time: 2318.04, Decolonized Patient: 8211
Time: 2320.05, Decolonized Patient: 8135
Time: 2321.17, Decolonized Patient: 8195
Time: 2321.80, Decolonized Patient: 8211
Time: 2322.48, Decolonized Patient: 8250
Time: 2326.79, Decolonized Patient: 8104
Time: 2328.25, Decolonized Patient: 8043
Time: 2330.13, Decolonized Patient: 8209
Time: 2332.25, Decolonized Patient: 8049
Time: 2334.69, Decolonized Patient: 7959
Time: 2334.76, Decolonized Patient: 8249
Time: 2340.44, Decolonized Patient: 8279
Time: 2342.55, Decolonized Patient: 8049
Time: 2346.22, Decolonized Patient: 8280
Time: 2346.32, Decolonized Patient: 8240
Time: 2346.60, Decolonized Patient: 8288
Time: 2357.40, Decolonized Patient: 8332
Time: 2364.56, Decolonized Patient: 8195
Time: 2365.10, Decolonized Patient: 8230
Time: 2366.33, Decolonized Patient: 8348
Time: 2366.48, Decolonized Patient: 8238
Time: 2367.54, Decolonized Patient: 8155
Time: 2367.75, Decolonized Patient: 8313
Time: 2370.95, Decolonized Patient: 8350
Time: 2371.26, Decolonized Patient: 8394
Time: 2372.31, Decolonized Patient: 8160
Time: 2372.34, Decolonized Patient: 8367
Time: 2372.48, Decolonized Patient: 8350
Time: 2373.70, Decolonized Patient: 8398
Time: 2375.13, Decolonized Patient: 8360
Time: 2381.03, Decolonized Patient: 8049
Time: 2382.91, Decolonized Patient: 8398
Time: 2383.35, Decolonized Patient: 8363
Time: 2385.45, Decolonized Patient: 8410
Time: 2385.48, Decolonized Patient: 8467
Time: 2386.84, Decolonized Patient: 8385
Time: 2387.36, Decolonized Patient: 8361
Time: 2388.12, Decolonized Patient: 8440
Time: 2394.69, Decolonized Patient: 8238
Time: 2394.98, Decolonized Patient: 8315
Time: 2396.31, Decolonized Patient: 8417
Time: 2396.36, Decolonized Patient: 8383
Time: 2397.43, Decolonized Patient: 8463
Time: 2399.65, Decolonized Patient: 8457
Time: 2402.16, Decolonized Patient: 8312
Time: 2403.75, Decolonized Patient: 8569
Time: 2409.48, Decolonized Patient: 8420
Time: 2412.20, Decolonized Patient: 8577
Time: 2412.37, Decolonized Patient: 8489
Time: 2414.73, Decolonized Patient: 8457
Time: 2432.34, Decolonized Patient: 8574
Time: 2435.19, Decolonized Patient: 8575
Time: 2435.41, Decolonized Patient: 8599
Time: 2437.41, Decolonized Patient: 8312
Time: 2437.79, Decolonized Patient: 8576
Time: 2440.49, Decolonized Patient: 8677
Time: 2440.56, Decolonized Patient: 8631
Time: 2441.16, Decolonized Patient: 8571
Time: 2442.88, Decolonized Patient: 8602
Time: 2445.75, Decolonized Patient: 8599
Time: 2446.70, Decolonized Patient: 8690
Time: 2447.45, Decolonized Patient: 8576
Time: 2452.16, Decolonized Patient: 8623
Time: 2456.18, Decolonized Patient: 8763
Time: 2458.25, Decolonized Patient: 8692
Time: 2468.80, Decolonized Patient: 8749
Time: 2473.22, Decolonized Patient: 8711
Time: 2473.67, Decolonized Patient: 8458
Time: 2475.62, Decolonized Patient: 8744
Time: 2475.72, Decolonized Patient: 8783
Time: 2476.17, Decolonized Patient: 8655
Time: 2477.07, Decolonized Patient: 8759
Time: 2479.87, Decolonized Patient: 8644
Time: 2481.57, Decolonized Patient: 8726
Time: 2485.74, Decolonized Patient: 8799
Time: 2486.23, Decolonized Patient: 8690
Time: 2487.23, Decolonized Patient: 8766
Time: 2489.71, Decolonized Patient: 8783
Time: 2490.92, Decolonized Patient: 8514
Time: 2492.04, Decolonized Patient: 8800
Time: 2495.68, Decolonized Patient: 8819
Time: 2496.05, Decolonized Patient: 8602
Time: 2496.96, Decolonized Patient: 8737
Time: 2497.53, Decolonized Patient: 8883
Time: 2498.00, Decolonized Patient: 8839
Time: 2501.43, Decolonized Patient: 8790
Time: 2503.64, Decolonized Patient: 8865
Time: 2509.12, Decolonized Patient: 8711
Time: 2515.03, Decolonized Patient: 8926
Time: 2528.19, Decolonized Patient: 8644
Time: 2530.40, Decolonized Patient: 8890
Time: 2532.26, Decolonized Patient: 8955
Time: 2536.02, Decolonized Patient: 9023
Time: 2539.61, Decolonized Patient: 8973
Time: 2543.18, Decolonized Patient: 8870
Time: 2544.17, Decolonized Patient: 8966
Time: 2544.24, Decolonized Patient: 8790
Time: 2545.19, Decolonized Patient: 9035
Time: 2546.29, Decolonized Patient: 8644
Time: 2546.46, Decolonized Patient: 8873
Time: 2547.44, Decolonized Patient: 9006
Time: 2548.38, Decolonized Patient: 8939
Time: 2551.91, Decolonized Patient: 8644
Time: 2557.98, Decolonized Patient: 9084
Time: 2559.13, Decolonized Patient: 8959
Time: 2560.49, Decolonized Patient: 8981
Time: 2567.33, Decolonized Patient: 8910
Time: 2571.18, Decolonized Patient: 9069
Time: 2572.45, Decolonized Patient: 9107
Time: 2573.24, Decolonized Patient: 9086
Time: 2579.68, Decolonized Patient: 9065
Time: 2588.91, Decolonized Patient: 9069
Time: 2588.93, Decolonized Patient: 9025
Time: 2595.38, Decolonized Patient: 9157
Time: 2598.18, Decolonized Patient: 9157
Time: 2598.99, Decolonized Patient: 9027
Time: 2600.20, Decolonized Patient: 9227
Time: 2600.34, Decolonized Patient: 9181
Time: 2602.40, Decolonized Patient: 9160
Time: 2606.80, Decolonized Patient: 9174
Time: 2607.37, Decolonized Patient: 9010
Time: 2610.74, Decolonized Patient: 9188
Time: 2616.40, Decolonized Patient: 9010
Time: 2616.41, Decolonized Patient: 9245
Time: 2623.66, Decolonized Patient: 9295
Time: 2624.42, Decolonized Patient: 9268
Time: 2628.64, Decolonized Patient: 9277
Time: 2630.37, Decolonized Patient: 9305
Time: 2631.28, Decolonized Patient: 9253
Time: 2634.23, Decolonized Patient: 9069
Time: 2638.94, Decolonized Patient: 9291
Time: 2639.23, Decolonized Patient: 9277
Time: 2639.70, Decolonized Patient: 9392
Time: 2641.07, Decolonized Patient: 9305
Time: 2644.96, Decolonized Patient: 9300
Time: 2651.82, Decolonized Patient: 9349
Time: 2655.79, Decolonized Patient: 9343
Time: 2656.09, Decolonized Patient: 9357
Time: 2657.62, Decolonized Patient: 9305
Time: 2665.90, Decolonized Patient: 9325
Time: 2666.78, Decolonized Patient: 9435
Time: 2668.67, Decolonized Patient: 9305
Time: 2671.87, Decolonized Patient: 9397
Time: 2675.44, Decolonized Patient: 9305
Time: 2679.44, Decolonized Patient: 9526
Time: 2681.61, Decolonized Patient: 9376
Time: 2685.46, Decolonized Patient: 9340
Time: 2685.53, Decolonized Patient: 9373
Time: 2687.46, Decolonized Patient: 9519
Time: 2687.81, Decolonized Patient: 9474
Time: 2688.76, Decolonized Patient: 9340
Time: 2696.59, Decolonized Patient: 9572
Time: 2697.79, Decolonized Patient: 9456
Time: 2701.53, Decolonized Patient: 9579
Time: 2706.10, Decolonized Patient: 9513
Time: 2708.43, Decolonized Patient: 9517
Time: 2716.46, Decolonized Patient: 9609
Time: 2718.19, Decolonized Patient: 9551
Time: 2720.04, Decolonized Patient: 9596
Time: 2721.40, Decolonized Patient: 9581
Time: 2722.87, Decolonized Patient: 9618
Time: 2725.05, Decolonized Patient: 9651
Time: 2732.87, Decolonized Patient: 9648
Time: 2735.01, Decolonized Patient: 9690
Time: 2736.57, Decolonized Patient: 9684
Time: 2736.78, Decolonized Patient: 9567
Time: 2736.93, Decolonized Patient: 9610
Time: 2738.77, Decolonized Patient: 9581
Time: 2739.51, Decolonized Patient: 9691
Time: 2741.70, Decolonized Patient: 9701
Time: 2743.05, Decolonized Patient: 9632
Time: 2743.08, Decolonized Patient: 9623
Time: 2747.67, Decolonized Patient: 9658
Time: 2749.78, Decolonized Patient: 9581
Time: 2750.49, Decolonized Patient: 9736
Time: 2751.22, Decolonized Patient: 9618
Time: 2752.63, Decolonized Patient: 9745
Time: 2754.79, Decolonized Patient: 9711
Time: 2755.56, Decolonized Patient: 9733
Time: 2757.03, Decolonized Patient: 9614
Time: 2759.41, Decolonized Patient: 9711
Time: 2762.17, Decolonized Patient: 9736
Time: 2764.71, Decolonized Patient: 9724
Time: 2771.32, Decolonized Patient: 9811
Time: 2775.29, Decolonized Patient: 9610
Time: 2777.61, Decolonized Patient: 9659
Time: 2785.46, Decolonized Patient: 9709
Time: 2787.79, Decolonized Patient: 9823
Time: 2788.74, Decolonized Patient: 9779
Time: 2791.10, Decolonized Patient: 9819
Time: 2794.41, Decolonized Patient: 9781
Time: 2802.08, Decolonized Patient: 9890
Time: 2804.59, Decolonized Patient: 9864
Time: 2810.16, Decolonized Patient: 9902
Time: 2812.88, Decolonized Patient: 9922
Time: 2812.94, Decolonized Patient: 9889
Time: 2815.54, Decolonized Patient: 9880
Time: 2818.23, Decolonized Patient: 9862
Time: 2819.19, Decolonized Patient: 9881
Time: 2822.49, Decolonized Patient: 9961
Time: 2828.30, Decolonized Patient: 9988
Time: 2830.96, Decolonized Patient: 9887
Time: 2832.01, Decolonized Patient: 10020
Time: 2832.79, Decolonized Patient: 9917
Time: 2836.53, Decolonized Patient: 9985
Time: 2837.81, Decolonized Patient: 9874
Time: 2837.85, Decolonized Patient: 9943
Time: 2840.09, Decolonized Patient: 10031
Time: 2842.13, Decolonized Patient: 9977
Time: 2843.47, Decolonized Patient: 9896
Time: 2844.44, Decolonized Patient: 10050
Time: 2844.73, Decolonized Patient: 10074
Time: 2845.77, Decolonized Patient: 10007
Time: 2846.03, Decolonized Patient: 10019
Time: 2846.76, Decolonized Patient: 9945
Time: 2847.75, Decolonized Patient: 10006
Time: 2848.48, Decolonized Patient: 9972
Time: 2849.36, Decolonized Patient: 9993
Time: 2850.31, Decolonized Patient: 10042
Time: 2857.53, Decolonized Patient: 10063
Time: 2858.05, Decolonized Patient: 9906
Time: 2858.93, Decolonized Patient: 9954
Time: 2861.31, Decolonized Patient: 9964
Time: 2861.72, Decolonized Patient: 10020
Time: 2864.84, Decolonized Patient: 10094
Time: 2871.04, Decolonized Patient: 10063
Time: 2879.42, Decolonized Patient: 10164
Time: 2881.75, Decolonized Patient: 10174
Time: 2884.65, Decolonized Patient: 10156
Time: 2885.89, Decolonized Patient: 10176
Time: 2888.15, Decolonized Patient: 10098
Time: 2889.07, Decolonized Patient: 10123
Time: 2890.10, Decolonized Patient: 10226
Time: 2890.27, Decolonized Patient: 10177
Time: 2890.91, Decolonized Patient: 10184
Time: 2891.62, Decolonized Patient: 9918
Time: 2895.67, Decolonized Patient: 10226
Time: 2897.17, Decolonized Patient: 10198
Time: 2902.15, Decolonized Patient: 10277
Time: 2902.20, Decolonized Patient: 10266
Time: 2907.28, Decolonized Patient: 10226
Time: 2911.51, Decolonized Patient: 10187
Time: 2915.25, Decolonized Patient: 10141
Time: 2919.89, Decolonized Patient: 10289
Time: 2923.80, Decolonized Patient: 10187
Time: 2924.38, Decolonized Patient: 10213
Time: 2927.76, Decolonized Patient: 10127
Time: 2930.14, Decolonized Patient: 10366
Time: 2933.75, Decolonized Patient: 10141
Time: 2934.09, Decolonized Patient: 10375
Time: 2937.50, Decolonized Patient: 10385
Time: 2945.40, Decolonized Patient: 10334
Time: 2946.52, Decolonized Patient: 10372
Time: 2947.83, Decolonized Patient: 10330
Time: 2950.21, Decolonized Patient: 10360
Time: 2953.24, Decolonized Patient: 10230
Time: 2955.71, Decolonized Patient: 10407
Time: 2965.54, Decolonized Patient: 10458
Time: 2968.34, Decolonized Patient: 10407
Time: 2970.72, Decolonized Patient: 10452
Time: 2971.04, Decolonized Patient: 10423
Time: 2972.76, Decolonized Patient: 10452
Time: 2975.03, Decolonized Patient: 10379
Time: 2978.15, Decolonized Patient: 10354
Time: 2978.63, Decolonized Patient: 10441
Time: 2979.99, Decolonized Patient: 10422
Time: 2983.76, Decolonized Patient: 10543
Time: 2986.63, Decolonized Patient: 10538
Time: 2988.63, Decolonized Patient: 10458
Time: 2991.35, Decolonized Patient: 10503
Time: 2992.10, Decolonized Patient: 10468
Time: 2993.66, Decolonized Patient: 10481
Time: 2995.82, Decolonized Patient: 10458
Time: 2999.90, Decolonized Patient: 10558
Time: 3003.03, Decolonized Patient: 10468
Time: 3003.65, Decolonized Patient: 10509
Time: 3004.44, Decolonized Patient: 10579
Time: 3006.73, Decolonized Patient: 10458
Time: 3008.40, Decolonized Patient: 10628
Time: 3013.71, Decolonized Patient: 10566
Time: 3017.50, Decolonized Patient: 10513
Time: 3019.22, Decolonized Patient: 10418
Time: 3024.20, Decolonized Patient: 10418
Time: 3024.39, Decolonized Patient: 10654
Time: 3024.74, Decolonized Patient: 10556
Time: 3026.47, Decolonized Patient: 10615
Time: 3027.18, Decolonized Patient: 10686
Time: 3027.88, Decolonized Patient: 10586
Time: 3030.31, Decolonized Patient: 10696
Time: 3030.44, Decolonized Patient: 10615
Time: 3032.17, Decolonized Patient: 10422
Time: 3037.97, Decolonized Patient: 10688
Time: 3040.04, Decolonized Patient: 10621
Time: 3044.19, Decolonized Patient: 10728
Time: 3047.20, Decolonized Patient: 10696
Time: 3049.43, Decolonized Patient: 10689
Time: 3050.00, Decolonized Patient: 10639
Time: 3054.27, Decolonized Patient: 10731
Time: 3055.77, Decolonized Patient: 10736
Time: 3056.81, Decolonized Patient: 10782
Time: 3061.38, Decolonized Patient: 10728
Time: 3067.17, Decolonized Patient: 10777
Time: 3067.39, Decolonized Patient: 10782
Time: 3069.32, Decolonized Patient: 10806
Time: 3075.28, Decolonized Patient: 10873
Time: 3075.69, Decolonized Patient: 10787
Time: 3083.96, Decolonized Patient: 10860
Time: 3087.47, Decolonized Patient: 10787
Time: 3089.80, Decolonized Patient: 10860
Time: 3104.33, Decolonized Patient: 10822
Time: 3105.20, Decolonized Patient: 10885
Time: 3109.85, Decolonized Patient: 10900
Time: 3112.40, Decolonized Patient: 10914
Time: 3114.83, Decolonized Patient: 10776
Time: 3116.60, Decolonized Patient: 10978
Time: 3120.14, Decolonized Patient: 10884
Time: 3120.57, Decolonized Patient: 10943
Time: 3124.03, Decolonized Patient: 10776
Time: 3124.42, Decolonized Patient: 10997
Time: 3132.71, Decolonized Patient: 11004
Time: 3145.35, Decolonized Patient: 10829
Time: 3146.06, Decolonized Patient: 10653
Time: 3146.46, Decolonized Patient: 11058
Time: 3161.14, Decolonized Patient: 11125
Time: 3161.60, Decolonized Patient: 11049
Time: 3166.70, Decolonized Patient: 11117
Time: 3171.19, Decolonized Patient: 11116
Time: 3171.43, Decolonized Patient: 11041
Time: 3178.83, Decolonized Patient: 11163
Time: 3186.68, Decolonized Patient: 11206
Time: 3187.89, Decolonized Patient: 11188
Time: 3190.12, Decolonized Patient: 11198
Time: 3194.53, Decolonized Patient: 11214
Time: 3200.02, Decolonized Patient: 11241
Time: 3202.56, Decolonized Patient: 11022
Time: 3205.84, Decolonized Patient: 11232
Time: 3214.12, Decolonized Patient: 11296
Time: 3218.91, Decolonized Patient: 11145
Time: 3219.75, Decolonized Patient: 11292
Time: 3224.05, Decolonized Patient: 11281
Time: 3227.07, Decolonized Patient: 11265
Time: 3236.15, Decolonized Patient: 11346
Time: 3236.21, Decolonized Patient: 11281
Time: 3239.21, Decolonized Patient: 11296
Time: 3248.24, Decolonized Patient: 11393
Time: 3249.85, Decolonized Patient: 11340
Time: 3252.00, Decolonized Patient: 11315
Time: 3253.67, Decolonized Patient: 11375
Time: 3270.40, Decolonized Patient: 11421
Time: 3270.88, Decolonized Patient: 11390
Time: 3272.58, Decolonized Patient: 11475
Time: 3275.02, Decolonized Patient: 11368
Time: 3276.48, Decolonized Patient: 11145
Time: 3277.17, Decolonized Patient: 11452
Time: 3278.34, Decolonized Patient: 11461
Time: 3280.05, Decolonized Patient: 11481
Time: 3280.41, Decolonized Patient: 11451
Time: 3286.98, Decolonized Patient: 11510
Time: 3287.68, Decolonized Patient: 11478
Time: 3294.24, Decolonized Patient: 11501
Time: 3295.30, Decolonized Patient: 11473
Time: 3300.03, Decolonized Patient: 11473
Time: 3302.03, Decolonized Patient: 11528
Time: 3302.98, Decolonized Patient: 11554
Time: 3305.47, Decolonized Patient: 11540
Time: 3312.16, Decolonized Patient: 11610
Time: 3318.27, Decolonized Patient: 11565
Time: 3325.71, Decolonized Patient: 11540
Time: 3326.40, Decolonized Patient: 11595
Time: 3327.81, Decolonized Patient: 11647
Time: 3328.86, Decolonized Patient: 11533
Time: 3331.74, Decolonized Patient: 11533
Time: 3332.07, Decolonized Patient: 11617
Time: 3334.91, Decolonized Patient: 11610
Time: 3335.31, Decolonized Patient: 11697
Time: 3341.05, Decolonized Patient: 11478
Time: 3341.29, Decolonized Patient: 11693
Time: 3343.56, Decolonized Patient: 11691
Time: 3344.97, Decolonized Patient: 11540
Time: 3346.86, Decolonized Patient: 11755
Time: 3349.21, Decolonized Patient: 11617
Time: 3352.10, Decolonized Patient: 11760
Time: 3361.55, Decolonized Patient: 11721
Time: 3362.25, Decolonized Patient: 11759
Time: 3365.35, Decolonized Patient: 11707
Time: 3370.32, Decolonized Patient: 11788
Time: 3371.94, Decolonized Patient: 11768
Time: 3372.42, Decolonized Patient: 11837
Time: 3376.08, Decolonized Patient: 11823
Time: 3380.87, Decolonized Patient: 11727
Time: 3382.50, Decolonized Patient: 11814
Time: 3383.50, Decolonized Patient: 11763
Time: 3385.84, Decolonized Patient: 11878
Time: 3385.90, Decolonized Patient: 11807
Time: 3393.05, Decolonized Patient: 11823
Time: 3396.57, Decolonized Patient: 11875
Time: 3398.05, Decolonized Patient: 11909
Time: 3398.90, Decolonized Patient: 11914
Time: 3412.19, Decolonized Patient: 11955
Time: 3412.91, Decolonized Patient: 11929
Time: 3420.62, Decolonized Patient: 11897
Time: 3425.49, Decolonized Patient: 11878
Time: 3426.68, Decolonized Patient: 11993
Time: 3428.07, Decolonized Patient: 12005
Time: 3437.39, Decolonized Patient: 12008
Time: 3439.68, Decolonized Patient: 12019
Time: 3439.79, Decolonized Patient: 12053
Time: 3444.49, Decolonized Patient: 11998
Time: 3445.49, Decolonized Patient: 12099
Time: 3449.63, Decolonized Patient: 12013
Time: 3451.95, Decolonized Patient: 12004
Time: 3453.26, Decolonized Patient: 12054
Time: 3453.88, Decolonized Patient: 11944
Time: 3454.87, Decolonized Patient: 12050
Time: 3456.31, Decolonized Patient: 12075
Time: 3459.02, Decolonized Patient: 12042
Time: 3463.11, Decolonized Patient: 12129
Time: 3465.24, Decolonized Patient: 12064
Time: 3468.72, Decolonized Patient: 12090
Time: 3473.78, Decolonized Patient: 11959
Time: 3480.48, Decolonized Patient: 12145
Time: 3482.20, Decolonized Patient: 12241
Time: 3483.15, Decolonized Patient: 12042
Time: 3484.25, Decolonized Patient: 12165
Time: 3485.17, Decolonized Patient: 12200
Time: 3485.75, Decolonized Patient: 12257
Time: 3492.26, Decolonized Patient: 12284
Time: 3493.34, Decolonized Patient: 12183
Time: 3497.72, Decolonized Patient: 11944
Time: 3498.40, Decolonized Patient: 12234
Time: 3505.51, Decolonized Patient: 12042
Time: 3506.29, Decolonized Patient: 11944
Time: 3508.31, Decolonized Patient: 12250
Time: 3509.94, Decolonized Patient: 12280
Time: 3514.96, Decolonized Patient: 12296
Time: 3521.94, Decolonized Patient: 12250
Time: 3528.43, Decolonized Patient: 12322
Time: 3546.18, Decolonized Patient: 12334
Time: 3546.33, Decolonized Patient: 12193
Time: 3546.40, Decolonized Patient: 12401
Time: 3550.61, Decolonized Patient: 12322
Time: 3564.72, Decolonized Patient: 12403
Time: 3568.56, Decolonized Patient: 12476
Time: 3572.09, Decolonized Patient: 12429
Time: 3575.52, Decolonized Patient: 12322
Time: 3576.93, Decolonized Patient: 12479
Time: 3577.02, Decolonized Patient: 12481
Time: 3578.11, Decolonized Patient: 12532
Time: 3581.71, Decolonized Patient: 12488
Time: 3586.06, Decolonized Patient: 12499
Time: 3593.12, Decolonized Patient: 12517
Time: 3600.48, Decolonized Patient: 12538
Time: 3606.07, Decolonized Patient: 12564
Time: 3607.95, Decolonized Patient: 12605
Time: 3609.33, Decolonized Patient: 12496
Time: 3610.13, Decolonized Patient: 12561
Time: 3614.29, Decolonized Patient: 12600
Time: 3620.58, Decolonized Patient: 12479
Time: 3623.21, Decolonized Patient: 12582
Time: 3625.29, Decolonized Patient: 12648
Time: 3625.67, Decolonized Patient: 12649
Time: 3631.57, Decolonized Patient: 12719
Time: 3636.95, Decolonized Patient: 12664
Time: 3638.82, Decolonized Patient: 12682
Time: 3646.63, Decolonized Patient: 12673
Time: 3648.85, Decolonized Patient: 12448
Time: 3649.64, Decolonized Patient: 12644
Time: 3651.71, Decolonized Patient: 12776
Time: 3652.55, Decolonized Patient: 12689
Time: 3653.18, Decolonized Patient: 12781
Time: 3654.58, Decolonized Patient: 12659
Time: 3661.03, Decolonized Patient: 12707
Time: 3662.30, Decolonized Patient: 12716
Time: 3662.69, Decolonized Patient: 12659
Time: 3666.43, Decolonized Patient: 12448
Time: 3668.03, Decolonized Patient: 12644
Time: 3668.04, Decolonized Patient: 12773
Time: 3675.25, Decolonized Patient: 12879
Time: 3679.31, Decolonized Patient: 12776
Time: 3685.05, Decolonized Patient: 12874
Time: 3687.37, Decolonized Patient: 12448
Time: 3688.25, Decolonized Patient: 12886
Time: 3692.33, Decolonized Patient: 12857
Time: 3697.54, Decolonized Patient: 12878
Time: 3705.29, Decolonized Patient: 12896
Time: 3709.78, Decolonized Patient: 12983
Time: 3710.44, Decolonized Patient: 12923
Time: 3710.61, Decolonized Patient: 12863
Time: 3712.87, Decolonized Patient: 13012
Time: 3725.79, Decolonized Patient: 13000
Time: 3730.36, Decolonized Patient: 12994
Time: 3732.87, Decolonized Patient: 13027
Time: 3733.16, Decolonized Patient: 13100
Time: 3733.53, Decolonized Patient: 13030
Time: 3736.16, Decolonized Patient: 13035
Time: 3740.27, Decolonized Patient: 13002
Time: 3743.45, Decolonized Patient: 13034
Time: 3744.01, Decolonized Patient: 13061
Time: 3746.52, Decolonized Patient: 13119
Time: 3747.25, Decolonized Patient: 13091
Time: 3749.38, Decolonized Patient: 13019
Time: 3751.91, Decolonized Patient: 13095
Time: 3758.71, Decolonized Patient: 13096
Time: 3770.95, Decolonized Patient: 13135
Time: 3778.79, Decolonized Patient: 13199
Time: 3783.87, Decolonized Patient: 13236
Time: 3788.45, Decolonized Patient: 13098
Time: 3789.52, Decolonized Patient: 13244
Time: 3790.05, Decolonized Patient: 13190
Time: 3790.52, Decolonized Patient: 13138
